URL,Created,Comment_removeclass,Comment_time,Post_Index,Check_Point,Category
https://github.com/apache/airflow/discussions/18290,2021/9/16 9:31 AM,"But did you actually check if they are in LDAP directory after you add them in Airflow manually (and whethere they were not there before)? Just add a new user in airflow and see if it appears in LDAP.
As @BasPH mentioned - the LDAP syncrhronisation works in the way that LDAP users are synchronized from LDAP to Airflow DB (and this should be refreshed either periodically or at login). I highly doubt there is a way Airflow could create an LDAP user - it must have been in LDAP already  when you added it. And in this case you should not ""add"" the users manually but you should run synchronisation to bring the LDAP users to Airflow.
Eventually those users will end-up in Airflow DB but what @BasPH and myself are trying to say is that you should not need to add them manually - they should be automatically synchronized by Airflow.",2021/9/16 11:20 AM,8,,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/18290,2021/9/16 9:31 AM,"I do not have access to check LDAP directory, but so far it has worked this way - if the user added doest not exist in LDAP it was just impossible to log in to Airflow. So I don't expect that when adding a user in Airflow, user will also be added to LDAP automatically. That was the way it worked flawlessly.
What I did add additionally (I will remind you that I have version 2.0.1 now):

install 2.0.2 (button ""add"" is still visible)
install 2.1.0, as the next version after ""working"" one (button ""add"" is not visible)
create a fresh installation on my local laptop 2.1.3 (button ""add"" is not visible)
compare LDAP permissions between 2.0.1 and 2.1.0:

2.0.1:
can_add UserLDAPModelView
can_delete UserLDAPModelView
can_download UserLDAPModelView
can_edit UserLDAPModelView
can_list UserLDAPModelView
can_show UserLDAPModelView
can_userinfo UserLDAPModelView
userinfoedit UserLDAPModelView
2.1.0:
can_add UserLDAPModelView
can_delete CustomUserLDAPModelView
can_delete UserLDAPModelView
can_download UserLDAPModelView
can_edit CustomUserLDAPModelView
can_edit UserLDAPModelView
can_list UserLDAPModelView
can_read CustomUserLDAPModelView
can_show UserLDAPModelView
can_userinfo UserLDAPModelView
userinfoedit UserLDAPModelView
As we can see here (and also in the source code) something has changed about LDAP settings.",2021/9/20 6:58 AM,9,,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/18290,2021/9/16 9:31 AM,"Did some simple testing but haven't found the cause. Granted all possible permissions to the Admin role:

But no button when logged in with Admin role.
Between Airflow 2.0.1 and 2.1.3 the Flask-AppBuilder version changed from 3.1.1 to 3.3.2. There were some extensive changes to the LDAP authentication mechanism (PR), but I wasn't able to quickly pinpoint any potential changes with regards to falling back to local users.

Regardless, I'd argue that this is the intended way it should work. If there is only one authentication mechanism (LDAP), then there shouldn't be a second place for users to live in. From a security perspective, having two places for user accounts to live in, increases the attack surface.
You could ask your LDAP admin if it's possible for yourself/your team to create new accounts in your LDAP directory. Assuming you were using the local users for debugging purposes only, you might also want to look at account or password expiration options in your LDAP.",2021/9/20 8:37 AM,10,,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/18290,2021/9/16 9:31 AM,"Hi, it turned out that this is a problem related to missing permissions in Airflow. Class CustomUserLDAPModelView inherits from MultiResourceUserMixin and I noticed there isn't can_create action, so what I did:

Edit /www/views.py and class MultiResourceUserMixin

from:

to:


Run airflow sync-perm
Button (to add user) is visible now in Users View.
My colleague is able to log in to Airflow once I added him (he is of course in LDAP directory)

Everything was done on Airflow 2.1.3 version.
",2021/9/24 8:15 AM,11,,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/18290,2021/9/16 9:31 AM,But will it work with sync without adding the user ?,2021/9/25 7:25 PM,12,,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/18290,2021/9/16 9:31 AM,"@potiuk No, This works only if I add a new user directly from Airflow who is already in LDAP. Users existing in LDAP do not appear automatically in Airflow.  This approach is right for me because it gives me an extra layer of authentication that I can manage myself.
So I only specify one parameter, the path to LDAP server: AUTH_LDAP_SERVER = ""ldap://xxxx.xxxx.xxxxx"" in webserver_config.py.",2021/9/27 5:44 AM,13,,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/18290,2021/9/16 9:31 AM,I see - I created the issue back then #18545  and I understand where it came from - you simply do not want automated user registration with LDAP. That's fine and there are others with similar workflow.,2021/9/27 8:57 AM,14,1,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/18290,2021/9/16 9:31 AM,Is there a similar fix for OAUTH? The register user button is not visible.,2022/4/6 2:52 PM,15,,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/19006,2021/10/15 5:05 AM,Thanks for opening your first issue here! Be sure to follow the issue template!,2021/10/15 5:05 AM,1,,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/19006,2021/10/15 5:05 AM,"Why and how do you run mypy?  Which version? What are the exclusions you make ? How does it relate to mypy configuration that is part of Airflow itsefl?
Just to explain: Our Mypy is working perfectly fine for airflow - It's part of the static checks for every commit. There is no ""guarantee"" that all versions of mypy will be running always with all configuration and without exclusions - as usual with any static checkers.
I would love to know what you do and what your configuration you use, because I am genuinly interested, but it is hardly an issue with Airflow - this is a discussion really - that's why I converted it.",2021/10/15 8:02 AM,2,,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/19006,2021/10/15 5:05 AM,"We are using 0.770 
 and since we are using namespace packages we had to do some workarounds https://github.com/apache/airflow/blob/main/scripts/in_container/run_mypy.sh
Also you have to remember that you have to have alll dependende packages installed to make sure that mypy runs in a repeatable fashion. Airflow has > 500 dependent packages and you need to have them installed all via ci_all extra wtth the same versions that are ""golden"" set of dependencies (pip install apache-airflow[ci_all] --constraint ... - see https://airflow.apache.org/docs/apache-airflow/stable/installation/installing-from-pypi.html ). Only then you might get repeatable mypy experience.",2021/10/15 11:52 AM,3,,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/19006,2021/10/15 5:05 AM,"@potiuk Please, can you reopen issue since this type comment is incorrect?
spec.setdefault('consumes', ['application/json'])  # type: List[str]
Should be:
consumes = spec.setdefault('consumes', ['application/json'])  # type: List[str]
or completely remove type comment:
spec.setdefault('consumes', ['application/json'])",2021/10/18 4:03 PM,4,1,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/19006,2021/10/15 5:05 AM,"@brain-buster you beat me to it __
#19065",2021/10/23 1:23 AM,5,,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/19006,2021/10/15 5:05 AM,Yeah. I see the problem was with running 'mypy` when checking your own 'DAGs' wth mypy. Merged I hope we can cherry-pick it to 2.2.1.,2021/10/23 9:36 AM,6,,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/19366,2021/11/2 12:52 PM,Thanks for opening your first issue here! Be sure to follow the issue template!,2021/11/2 12:52 PM,1,,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/19366,2021/11/2 12:52 PM,"You should provide more reproducible examples (dags that you use), logs detailed information about your deployment. - otherwise it is impossible to act on this. I will convert it to discussion now until this information is provided - then we can try to asses if the eror is real or maybe there is somethign wrong with your deployment.",2021/11/2 1:15 PM,2,,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/19366,2021/11/2 12:52 PM,Created an issue back #19477,2021/11/8 6:32 PM,3,1,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/19371,2021/11/2 2:43 PM,It's been fixed in 2.2.0 https://github.com/apache/airflow/pull/18516/files,2021/11/8 12:05 AM,1,1,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/19745,2021/11/22 12:53 PM,I think you should open an issue for that one.,2021/12/4 3:46 PM,1,1,(IV) Reporting a Clarification Request
https://github.com/apache/airflow/discussions/21047,2022/1/19 9:12 AM,Thanks for opening your first issue here! Be sure to follow the issue template!,2022/1/19 9:12 AM,1,,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/21047,2022/1/19 9:12 AM,"I do not think there is a clear reproduction path, and this is not a problem that we woudl be aware of. Maybe someone will be able to help with that - but maybe try to provide more information and try to see if there are no more logs/errors in your kubernetes logs? Check for any ""resources"" (memory) related problems and similar. I heartily recommend using k9s tool for that - it is really helpful to anylyse logs and see problems with your pods/configuration/resources..
If this is something fully reproducible, please specify how exactly you run your backfill - including the commands you issue and what the backfill command will print you. Ideally in the way that will be possible by anyone to reproduce it.",2022/1/23 5:26 PM,2,,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/21047,2022/1/19 9:12 AM,Converting it into discussion until more information is available,2022/1/23 5:26 PM,3,,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/21047,2022/1/19 9:12 AM,"Thank you for your kind reply.
The more information attached as below.
Start backfilling job with command airflow dags backfill echo -s 20220110 -e 20220110 and the logs:

scheduler logs:

scheduler pod config

backfill task pod config

Please let me know if anything is unclear.
Thank you again for you help.",2022/1/24 3:27 AM,4,,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/21047,2022/1/19 9:12 AM,"Really helpful. I think this is duplicate of #20982
",2022/1/24 1:26 PM,5,,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/21047,2022/1/19 9:12 AM,"I have met the same issue with Airflow 2.2.4. I was running the airflow backfill cmd airflow dags backfill test_dag_2 -s 2022-02-25 -e 2022-03-01 -v from the schduler pod in our k8s cluster. And it finished the first dagrun2022-02-25 and stuck in the second dagrun whose task pods actually haven been completed in the k8s cluster but still showing 'scheduled' in the airflow GUI and the backfill was stuck from this point.

The logs:

I tried to run the backfill command using subprocesshook in a dag and it has no this issue but after a few successful backfill dagruns, some tasks got stuck forever to 'scheduled' state and not run anymore. I created an issue about this in #23145",2022/4/21 12:49 PM,6,1,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/21047,2022/1/19 9:12 AM,this issue seems to be similar to the issues mentioned in the PR: #23720,2022/5/17 9:14 PM,7,,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/21068,2022/1/24 4:31 PM,"This was a bug-fix - you are not supposed to run triggerer on Python 3.6 - it would not work anyway (because of lack of async-io support for Python 3.6).
This is a new feature in Airflow 2.2: https://airflow.apache.org/docs/apache-airflow/stable/concepts/deferring.html
I would recommend you to migrate to Python 3.7 at least becaue Python 3.6 reached end of life in December and Airflow 2.3.0 will not support Python 3.6. so you will have to move to higher python version anyway: https://github.com/apache/airflow/blob/main/README.md#requirements
And yeah. You are right. The graph needs updating.",2022/1/24 4:46 PM,1,,(III) Reporting an Enhancement
https://github.com/apache/airflow/discussions/21068,2022/1/24 4:31 PM,I opened issue to update the overview #21071,2022/1/24 4:48 PM,2,1,(III) Reporting an Enhancement
https://github.com/apache/airflow/discussions/21068,2022/1/24 4:31 PM,"Thanks so much for your quick response, I am a little confused by what you mean by migrate to python 3.7, I havent altered any of the default settings for the helm chart so I would expect this is pulling the most recent version of the airflow image, which would use python 3.7 or later no? Is there a version I should be pinning in my values file?",2022/1/24 5:10 PM,3,,(III) Reporting an Enhancement
https://github.com/apache/airflow/discussions/21613,2022/2/16 11:55 AM,I think it's missing - it's likely a bug when execution_date was replaced with dag_ru_id. Can you please open an issue for (or maybe even better make a PR for it?). I think in this case using execution_date might be the closest you can to use to do any kind of filtering (not perfect  but should work in most cases).,2022/2/21 4:54 PM,1,1,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/21846,2022/1/20 5:21 PM,Thanks for opening your first issue here! Be sure to follow the issue template!,2022/1/20 5:21 PM,1,,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/21846,2022/1/20 5:21 PM,Could you provide a simple DAG to reproduce this behaviour? I have tried setting tags=None but I couldn't get the error,2022/2/24 4:58 PM,2,,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/21846,2022/1/20 5:21 PM,Converting it to a discussion until more info is provided allowing to reproduce it.,2022/2/27 12:56 AM,3,,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/21846,2022/1/20 5:21 PM,"This happened to our 2.2.2 deployment. We've had some DAGs with tags=[...] and when we completely removed that line, those DAGs caused this error at the scheduler.
The issue is that for some reason this did not result in import error that was visible anywhere, we had to be alerted by a partner that data was no longer being processed.
Another quick fix is to manually remove those entries from dag_tag in the matadb.",2022/3/15 2:04 PM,4,,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/21846,2022/1/20 5:21 PM,Created an issue #22289 - thanks for providing reproducible steps.,2022/3/15 2:47 PM,5,1,(I) Reporting a Bug
https://github.com/apache/airflow/discussions/22992,2022/4/13 3:39 PM,This looks lie deployment issue - I think you should open support request to Astronomer.,2022/4/13 4:35 PM,1,1,(II) External Repository
https://github.com/apache/airflow/discussions/22992,2022/4/13 3:39 PM,"I am seeing the same problem on my test instance with 2.3.0, Standard Upgrade vom 2.2.4, no errors on the DB migration.
As far as i could reverse engineer it, it seems that there is only one entry in the log_template table and this one contains the new filename format
dag_id={{ ti.dag_id }}/run_id={{ ti.run_id }}/task_id={{ ti.task_id }}/{% if ti.map_index >= 0 %}map_index={{ ti.map_index }}/{% endif %}attempt={{ try_number }}.log
Based on this line of code https://github.com/apache/airflow/blob/main/airflow/models/dagrun.py#L1070 i would have expected, that the original filename template {{ ti.dag_id }}/{{ ti.task_id }}/{{ ts }}/{{ try_number }}.log should also be present, but with a lower id. I tried to add it to the table, but this did not solve the problem at hand. Will try to debug this a little bit more.",2022/5/2 4:29 PM,2,,(II) External Repository
https://github.com/apache/airflow/discussions/22992,2022/4/13 3:39 PM,"I also ran into this after upgrading airflow using the default config before and after the upgrade (like @wbg). Managed to migrate to the new logs folder structure using this quick and dirty script:
https://gist.github.com/pspeter/13c18ee6cf247a5ee2b3e3b2ee8a5470
Backup your logs before running this on the system (e.g. using kubectl exec -it <webserver> python)",2022/5/16 12:00 PM,3,,(II) External Repository
https://github.com/apache/airflow/discussions/22992,2022/4/13 3:39 PM,It looks like backward compatibility bug.,2022/5/17 10:37 PM,4,,(II) External Repository
https://github.com/apache/airflow/discussions/24008,2020/11/10 9:37 AM,Thanks for opening your first issue here! Be sure to follow the issue template!,2020/11/10 9:37 AM,1,,(II) External Repository
https://github.com/apache/airflow/discussions/24008,2020/11/10 9:37 AM,"I have same issue with remote logging:
Apache Airflow version: 2.0.0
Environment:

Cloud provider or hardware configuration: AWS S3
OS (e.g. from /etc/os-release): Ubuntu 20.10 (Groovy Gorilla) [1PC] and Ubuntu 18.04.4 LTS (Bionic Beaver) [2PC]
Kernel (e.g. uname -a): 5.8.0-36-generic (Ubuntu 20.10) [1PC] and 5.3.0-62-generic (Ubuntu 18.04) [2PC]
Install tools: airflow-quick-start and airflow-config and airflow-Example Pipeline definition
Others: Setup logging to s3, by env vars and airflow.cfg
env:

airflow.cfg


Python: 3.7.9 [1PC] and 3.6.9 [2PC]

What happened:
With Example Pipeline definition remote logging work fine, but after add import mlflow to dag code, airflow doesn't send logs to s3 storage.
What you expected to happen:
Remote logging works fine with import mlflow
How to reproduce it:

Install airflow airflow-quick-start;
Install mlflow mlflow-quick-start;
Setup config with abowe env vars or airflow.cfg;
Add s3 connection to airflow;
Paste dag code airflow-Example Pipeline definition to dag dir;
Add import mlflow to dag code;
Run dag;

Anything else we need to know: Tested on 2 PC with different os and hardware",2021/1/11 11:00 AM,2,,(II) External Repository
https://github.com/apache/airflow/discussions/24008,2020/11/10 9:37 AM,"This sounds like mlflow is doing something to the python loggers on import that it shouldn't be doing, and is a bug in that library.",2021/1/11 11:19 AM,3,,(II) External Repository
https://github.com/apache/airflow/discussions/24008,2020/11/10 9:37 AM,"There also might be another problem:
Do you also use/import snowflake provider as well? We have the ongoing problem with #12881 and that might be the root cause of the problem.
If that's the case, for now you might remove the provider (and snowflake-connector-python). We are working with snowflake team ( they just merged snowflakedb/snowflake-connector-python#591 and snowflakedb/snowflake-connector-python#592) and as soon as they release new version of the connector, this problem should be gone.
If you have it can you remove the snowflake import/library and let us know if it fixes the problem?
But if you do not import snowflake anywhere:
Solution to this 'snowflake' problem will also unblock upgrade to a newer version of requests and urrlib3 libraries which might be another reason why mlflow does not work.
But you should be able to manually upgrade requests library and urllib3 libraries to latest versions (even if they will tell that there is a  'requests/urllib3 conflict'. In the upcoming bugfix 1.10.15 release, this limitation will be gone, regardless if snowflake manages to release a new library or not, but for now you would have to upgrade those manually.
Could try it and let us know ?",2021/1/11 11:20 AM,4,,(II) External Repository
https://github.com/apache/airflow/discussions/24008,2020/11/10 9:37 AM,"i can confirm it doesn't work if you add from mlflow.tracking import MlflowClient to any dag.
mlflow version: 1.19.0
airflow: 1.10.15",2021/7/30 4:48 PM,5,,(II) External Repository
https://github.com/apache/airflow/discussions/24008,2020/11/10 9:37 AM,"Just ran into this issue as our team is starting to use MLFlow:
airflow: 2.1.3 (kubernetes executor)
mlflow: 1.20.0
All of our DAGs are able to send logs up to S3 but any DAGs that import MLFlow silently fail to upload the logs to s3. Tasks in the DAGs behave normally and can even sync other data to s3 just fine but the logging code does not appear to be running.
It feels like the MLFlow code is overriding the task log handler that we use to write the logs to s3. MLFlow init file does load a logging config (init file + logging config)
Could be related? I'll be filing an issue with MLFlow's project.",2021/10/27 10:56 PM,6,1,(II) External Repository
https://github.com/apache/airflow/discussions/24008,2020/11/10 9:37 AM,"I opened an issue with the mlflow project as it is likely an issue with their logging config. I did however find a work around which is to import mlflow inside of a function so that the import doesn't happen until the task's run time.
",2021/10/28 4:28 PM,7,,(II) External Repository
https://github.com/apache/mxnet/discussions/19107,2020/9/9 11:30 PM,"Hi @Arhamna. What's likely happening is that some of the variables/arrays are shared between these two models, while each NDArray only supports one entry for autograd tracing. As a result, the gradient tape in the first backward is overwritten by the second. Sorry that the error message is unclear and it would be really helpful if you could create a bug report for it.
A workaround I'd recommend is adding the losses together and do backward together. Since derivative is a linear function you can get the same result as doing two backward steps separately.",2020/9/10 3:33 PM,1,1,(IV) Reporting a Clarification Request
https://github.com/apache/superset/discussions/18458,2021/3/10 4:16 PM,"I was just about to submit an issue for this exact issue. WKT point, polygon, and linestring should all be supported for any of the deckGL spatial visualizations.",2021/3/11 4:48 AM,1,,(III) Reporting an Enhancement
https://github.com/apache/superset/discussions/18458,2021/3/10 4:16 PM,tracking related issue #13573 here,2021/3/31 7:44 AM,2,1,(III) Reporting an Enhancement
https://github.com/apache/superset/discussions/18544,2022/1/10 12:58 PM,"I think the idea of expanding this concept and providing a way to categorize dashboards is the way to go. #17408 (comment)
I can understand that being able to set a Dashboard as an example might be useful to some, but the level of abstraction that categorization would bring is a big big plus. The only downside is that it might come with some complexity and design considerations.
I believe the best approach to get attention and consensus is to write a SIP #5602. I can help with that @EBoisseauSierra",2022/1/10 4:24 PM,1,,(IV) Reporting a Clarification Request
https://github.com/apache/superset/discussions/18544,2022/1/10 12:58 PM,"For reference, I think categorization might help satisfying the requirement shared in this other issue #18005",2022/1/13 5:19 PM,2,,(IV) Reporting a Clarification Request
https://github.com/apache/superset/discussions/18544,2022/1/10 12:58 PM,@betodealmeida implemented something with customizing examples that may help here.,2022/1/13 8:55 PM,3,,(IV) Reporting a Clarification Request
https://github.com/apache/superset/discussions/18544,2022/1/10 12:58 PM,I am not sure if this the right place to bring this up but a business user one of the biggest issue we have is the option to customize the landing page. Like 90% of the users may only use one dashboard so why not let them configure it to be their landing page?,2022/1/25 8:24 PM,4,,(IV) Reporting a Clarification Request
https://github.com/apache/superset/discussions/18544,2022/1/10 12:58 PM,Hey @Bottlecapps why not creating a new issue with more information about the feature and how you envision that?,2022/1/27 4:15 PM,5,1,(IV) Reporting a Clarification Request
