,URL,Created,Comment_removeclass,Comment_time,Post_Index,Check_Point,Cat
10,https://github.com/twbs/bootstrap/discussions/31618,2020-09-09T15:54:51Z,"i'll hazard a guess that adding something like pointer-events:none to the SVG will make it ""transparent"" to mouse events and allow the tooltip stuff to work correctly",2020-09-14T11:55:37Z,8,,(IV) Clarification Request
11,https://github.com/twbs/bootstrap/discussions/31618,2020-09-09T15:54:51Z,Please make a new issue. We can't track discussions.,2020-09-14T12:04:45Z,9,,(IV) Clarification Request
12,https://github.com/twbs/bootstrap/discussions/31618,2020-09-09T15:54:51Z,Issue: #31646,2020-09-14T19:33:20Z,10,1.0,(IV) Clarification Request
13,https://github.com/twbs/bootstrap/discussions/31618,2020-09-09T15:54:51Z,Locking this since the issue is now open. Please punt further comments there :).,2020-09-14T20:48:06Z,11,,(IV) Clarification Request
14,https://github.com/twbs/bootstrap/discussions/30870,2020-05-20T00:55:04Z,"Fixed! Next time, open an issue for stuff like that please :).",2020-05-21T05:24:53Z,1,1.0,Others
15,https://github.com/sequelize/sequelize/discussions/14131,2022-02-17T15:44:32Z,Could you open a new bug report with a SSCCE that reproduces the bug?,2022-02-25T11:32:33Z,1,1.0,(I) Reporting a Bug
16,https://github.com/cypress-io/cypress/discussions/19520,2022-01-03T15:18:56Z,"Narrowing the elements down like in https://docs.cypress.io/api/commands/contains#Single-Element works:
cy.get('.area').contains(new RegExp('^text$', 'm')
However then we loose the retrying of getting the .area and i'd like to avoid this with a single .contains",2022-01-04T11:44:32Z,1,,(IV) Clarification Request
17,https://github.com/cypress-io/cypress/discussions/19520,2022-01-03T15:18:56Z,I've opened an issue with an example to show this: #19540,2022-01-04T12:49:04Z,2,1.0,(IV) Clarification Request
18,https://github.com/cypress-io/cypress/discussions/16155,2021-04-23T05:18:29Z,"You can execute these calls in the plugin file. You can find similar examples in the ""Dynamic ..."" recipes in https://github.com/cypress-io/cypress-example-recipes#fundamentals
I probably should add a recipe showing exactly how to do so, if interested, could you open an issue in that repo?",2021-04-26T15:44:03Z,1,1.0,(II) Unrelated Repository
19,https://github.com/cypress-io/cypress/discussions/14292,2020-12-23T11:20:57Z,"Hi, can someone help, please? :)",2021-01-13T08:15:11Z,1,,(I) Reporting a Bug
20,https://github.com/cypress-io/cypress/discussions/14292,2020-12-23T11:20:57Z,"@TossExecutor, try next construction:
",2021-01-13T08:56:46Z,2,,(I) Reporting a Bug
21,https://github.com/cypress-io/cypress/discussions/14292,2020-12-23T11:20:57Z,"Setting --env seems not to be possible for nested keys in cypress in accordance to documentation.
You can try to use next construction. It's single line, but I think you would be able to handle how it works.


We export into DB_CONFIG variable json object
We pass this object into cypress open
",2021-01-14T04:04:35Z,3,,(I) Reporting a Bug
22,https://github.com/cypress-io/cypress/discussions/14292,2020-12-23T11:20:57Z,"Unfortunately, those things won't work on a windows pc and Powershell. Could it be that Powershell is not supported in a way for cypress?",2021-01-20T16:23:46Z,4,,(I) Reporting a Bug
23,https://github.com/cypress-io/cypress/discussions/14292,2020-12-23T11:20:57Z,"
…",2021-01-20T16:43:54Z,5,,(I) Reporting a Bug
24,https://github.com/cypress-io/cypress/discussions/14292,2020-12-23T11:20:57Z,Seems your shell does not interpolate variables inside npm run scripts. I have no idea what it does or why it does not work as other shells. I have recorded a video showing my experience with passing the environment variables: https://youtu.be/jAiYePsxPl4 At the end I suggest using the plugin file to grab the environment variables and avoid relying on the shell.,2021-01-27T15:09:52Z,6,,(I) Reporting a Bug
25,https://github.com/cypress-io/cypress/discussions/14292,2020-12-23T11:20:57Z,"Hi @bahmutov I have watched your video and it was very informative however I am still having issues.
This is my cypress.json file and I am looking to set the values inside of db within the command line. They just seem to get set as a string no matter what I try. Do you have any advice?
",2021-03-04T15:55:31Z,7,,(I) Reporting a Bug
26,https://github.com/cypress-io/cypress/discussions/14292,2020-12-23T11:20:57Z,"I have opened an issue #15323 about parsing JSON objects in --env CLI option, but for now the workaround: use a separate CYPRESS_ variable instead of --env option. For example
",2021-03-04T16:48:03Z,8,1.0,(I) Reporting a Bug
27,https://github.com/webdriverio/webdriverio/discussions/7650,2021-11-04T17:00:44Z,"

setValue doesn't clear the value first, it just types the given text one keystroke at a time


Not quite, setValue is the combination out of clearValue and addValue.
Can you provide a fiddle example where we can test some workarounds? I am happy to improve the addValue command to better work with these framework inputs.
I would also make sense to create an issue in the React project to make the team aware that their input elements aren't compatible with WebDriver based automation tools.",2021-11-05T10:53:35Z,1,1.0,(III) Enhancement
28,https://github.com/webdriverio/webdriverio/discussions/7650,2021-11-04T17:00:44Z,"To reiterate, I think we should concretely specify the behavior of setValue as one of the following options, and only use clearValue if it's compatible with the specified behavior:
setValue Option 1

focus the input
select all text (seems like we have to do this by sending a browser script?)
send backspace key clear the text
without blurring the input, type the new value
blur the input

setValue Option 2 (less preferable)

focus the input
without blurring the input, set the input's value in a way that triggers an event where e.target.value will be the new value
blur the input
",2021-11-08T21:59:50Z,2,,(III) Enhancement
29,https://github.com/webdriverio/webdriverio/discussions/7650,2021-11-04T17:00:44Z,"@jedwards1211 Thanks for the feedback, let's see what the spec writers suggest in this case.",2021-11-09T10:00:00Z,3,,(III) Enhancement
30,https://github.com/webdriverio/webdriverio/discussions/7650,2021-11-04T17:00:44Z,"@christian-bromann I had another thought about this...
A real user changing an input value would do something like

Select all text with Ctrl/Command-A
Select all text with the mouse cursor
Move the cursor to the end and then Ctrl-Backspace
etc.

Some application code could have key or selection listeners that react to these actions.  Imagine that there is a bug in one of those event listeners.  If the test code doesn't trigger those events, the tests would pass, but real users would experience those bugs.
But if test code realistically emulates at least one of the things a real user would do, it would be more likely to catch those bugs.  This would be an added benefit on top of not running into problems with React controlled inputs.
So to me, philosophically, even if webdriver implementations are fixed to fire the change event during the unfocusing steps, it's not the best way to change an input value for testing anyway.  What do you think?",2021-11-10T19:32:51Z,4,,(III) Enhancement
31,https://github.com/webdriverio/webdriverio/discussions/7650,2021-11-04T17:00:44Z,"The following code I came up with should do the magic for everyone

};
Above method will clear the input value and now you can use the  setValue("" "") to set a new value",2022-03-18T15:01:55Z,5,,(III) Enhancement
32,https://github.com/webdriverio/webdriverio/discussions/7871,2022-01-03T18:32:13Z,Can you file an issue for this? It got introduced with the latest Chrome release.,2022-01-03T18:38:27Z,1,1.0,(I) Reporting a Bug
33,https://github.com/eslint/eslint/discussions/14684,2021-06-08T20:55:44Z,Go ahead and open a new issue. Issues are automatically closed when they are not addressed and in that case the original author stopped responding.,2021-06-09T01:01:41Z,1,,(III) Enhancement
34,https://github.com/eslint/eslint/discussions/14669,2021-06-04T11:45:19Z,"you can just use eslint-disable. :)
it sounds a reasonable enhancement to ignore these cases by default (or behind an option). can you file an issue, thanks!",2021-06-07T11:27:00Z,1,1.0,(III) Enhancement
35,https://github.com/eslint/eslint/discussions/14235,2021-03-19T11:39:59Z,"Hi @kungfooman!

But ESLint is throwing errors and the suggested change (preferring lower case object) breaks VSCode/TypeScript

Can you share those errors?",2021-03-19T21:26:44Z,1,1.0,(II) Unrelated Repository
36,https://github.com/eslint/eslint/discussions/14235,2021-03-19T11:39:59Z,"The error is reported by a third-party rule jsdoc/check-types.
You can open an issue in the plugin's repository:
https://github.com/gajus/eslint-plugin-jsdoc",2021-03-20T11:29:04Z,2,1.0,(II) Unrelated Repository
37,https://github.com/eslint/eslint/discussions/14175,2021-03-04T12:55:46Z,"Hi @tlgb!
This is only indirectly related to eslint. The sorting logic is in a third-party rule react/jsx-sort-props.
You can open an issue in the plugin's repository:
https://github.com/yannickcr/eslint-plugin-react",2021-03-04T13:21:06Z,1,1.0,(II) Unrelated Repository
38,https://github.com/eslint/eslint/discussions/14068,2021-02-04T21:41:34Z,"Turns out this is probably a bug with typescript-eslint/parser, I'll open an issue there and follow up with them.",2021-02-04T22:17:00Z,1,1.0,(II) Unrelated Repository
39,https://github.com/badges/shields/discussions/5943,2020-12-13T17:56:33Z,"At the moment I don't think so. If I recall correctly the entire input is utilized as a single label within the graphql query so any attempts to specify multiple labels for the route parameter would just end up as a long/odd singular label.
I think it'd be reasonable to try to support this, though figuring out a good way of handling the badge label would be tricky with an open ended set of input GH labels",2020-12-13T22:59:03Z,1,,(III) Enhancement
40,https://github.com/badges/shields/discussions/5943,2020-12-13T17:56:33Z,"I am not acquainted with GitHub API (could have a look at it, I guess) and I'll assume that the limitation could come from there.
That said, if they allow filtering via querystring then it makes little sense that they wouldn't support it too.
If I source some time (🤞) I'll have a look around.",2020-12-14T05:59:51Z,2,,(III) Enhancement
41,https://github.com/badges/shields/discussions/5943,2020-12-13T17:56:33Z,"It's a GraphQL query using the v4 API:

I'm not sure how that could best be mapped to an AND type filter on the labels off hand either",2020-12-14T18:11:12Z,3,,(III) Enhancement
42,https://github.com/badges/shields/discussions/5943,2020-12-13T17:56:33Z,"I appreciate I'm scope-creeping this a bit, but here's a bigger idea..
In the github front-end, it is possible to construct fairly nuanced issue/PR queries. For example:

is:open is:issue label:core label:bug author:app/sentry-io - open issues with the labels ""core"" and ""bug"" opened by sentry-io bot: https://github.com/badges/shields/issues?q=is%3Aopen+is%3Aissue+label%3Acore+label%3Abug+author%3Aapp%2Fsentry-io
is:pr is:closed label:npm-package review:approved author:chris48s - closed PRs labelled ""npm-package"" submitted by user ""chris48s""  with one or more approving reviews: https://github.com/badges/shields/pulls?q=is%3Apr+is%3Aclosed+label%3Anpm-package+review%3Aapproved+author%3Achris48s

If we're going to go down the route of extending these badges to allow more advanced queries, I think the ideal solution would actually be if we supported that same query syntax in its entirity. Then users can build a query through the GH frontend and once they're happy with it, pass the query to a badge URL in a querystring. One of the nice things about the Github V4 API (which didn't exist when these badges were first designed) is we can actually use that syntax directly in a GraphQL query. So the queries above translate to:

and

I think rather than gradually implement that syntax one feature request at a time, how about we implement one badge:
Github Issue (with arbitrary query): /github/issue-query?q=...
..and then we make our existing random mashup of github issue/PR variant badges redirects to preset queries on that general badge but we say ""no more presets"". Then any arbitrary query you can make through the GH builder can be a badge, we put this to bed once and for all and we can collapse this mess.

Thoughts?",2020-12-14T20:54:43Z,4,,(III) Enhancement
43,https://github.com/badges/shields/discussions/5943,2020-12-13T17:56:33Z,"@JFQueralt The corresponding graphql query for
https://github.com/TheIOFoundation/ProjectLockdown/issues?q=is%3Aopen+is%3Aissue+label%3A%22Need%3A+Position%22+label%3A%22Stage%3A+Ready%22
would be

@calebcartwright

Do the user friendly queries always map nicely 1:1 with their corresponding graphql queries?

That is a good question. As far as I'm aware, yes but unfortunately the docs are not totally clear so we should test. I'd be surprised if there is any divergence though.

What should the story with the badge labels be on the new badges

For the existing badges, we should retain the same labels. I think for the ""arbitrary search query"" badge I think we just have to give it a generic label like ""query"" or ""search"" and leave it to the user to pass a suitable ?label= arg. I don't think we can attempt to generically parse something like is:open is:issue label:core label:bug author:app/sentry-io into a useful label.

Would our redirectors need to tack on a ?label query param (conditionally to avoid stomping any already custom labels) to the new route?

Yes. I'd envisage that adding a ?label= would be part of the redirect. Another thing we could do is instead of changing the existing ones to a redirect would be to just have one shared fetch() function and simplify the code under the hood but keep the existing special cases serving a badge directly without issueing a redirect if we wanted (but still not add more special-cases).

Does this have any potential implications on our token query hits/rate limiting?

As long as we only return the count, it is a single node query so one rate limit point regardless of the query.",2020-12-15T20:19:53Z,5,,(III) Enhancement
44,https://github.com/badges/shields/discussions/5943,2020-12-13T17:56:33Z,"
it always impresses me how much of this knowledge you seem to keep in your head

📚 I cheated and read the docs 😆
I've made an issue for this based on the discussion: #5948",2020-12-16T19:57:40Z,6,1.0,(III) Enhancement
45,https://github.com/badges/shields/discussions/5943,2020-12-13T17:56:33Z,"We've now deployed the generic issue search badge so you can now make this badge (and many others) using a custom query:
 - https://img.shields.io/github/issues-search/TheIOFoundation/ProjectLockdown?query=is%3Aopen%20is%3Aissue%20label%3A%22Need%3A%20Position%22%20label%3A%22Stage%3A%20Ready%22
to customise the label:
 - https://img.shields.io/github/issues-search/TheIOFoundation/ProjectLockdown?query=is%3Aopen%20is%3Aissue%20label%3A%22Need%3A%20Position%22%20label%3A%22Stage%3A%20Ready%22&label=custom%20label
so I'm going to mark this as answered",2020-12-26T14:36:16Z,7,,(III) Enhancement
46,https://github.com/badges/shields/discussions/5943,2020-12-13T17:56:33Z,"Thanks for that!
I am testing it and it works like a charm. For reference, it works even if the labels have UTF emojis on them (which was my current concern after we ""beautified"" them these past days.
Sample:
https://github.com/TheIOFoundation/ProjectLockdown/issues?q=is%3Aopen+is%3Aissue+label%3A%22%F0%9F%96%96+Need%3A+Position%22

Truly appreciated, this is going to be of great help.",2021-01-11T17:08:12Z,8,,(III) Enhancement
47,https://github.com/badges/shields/discussions/5321,2020-07-15T21:17:20Z,A new development: sideway/joi#2411,2020-07-20T15:45:57Z,1,,(III) Enhancement
48,https://github.com/badges/shields/discussions/5321,2020-07-15T21:17:20Z,"There's an interesting chain of dependencies here.
We depend on joi-extension-semver (which needs to be updated to use joi instead of @hapi/joi in order for us to move), but joi-extension-semver depends on @types/hapi__joi which needs updating before we can do that.
Looks like DefinitelyTyped/DefinitelyTyped#46241 is the first domino that needs to fall so I've subscribed to updates on that PR.",2020-07-29T18:20:51Z,2,,(III) Enhancement
49,https://github.com/badges/shields/discussions/5321,2020-07-15T21:17:20Z,"I think now as of version 17.2, Joi now distributes TS types in the package so the fact that DefinitelyTyped/DefinitelyTyped#46241 didn't happen now doesn't matter, which then in-turn unblocks all this 🤞
I'll have a look at it...",2020-09-28T19:05:03Z,3,,(III) Enhancement
50,https://github.com/badges/shields/discussions/5321,2020-07-15T21:17:20Z,maybe this should have been an issue not a discussion. I sort of want to be able to close it now,2020-09-29T19:23:06Z,4,1.0,(III) Enhancement
51,https://github.com/KaTeX/KaTeX/discussions/2616,2020-10-28T07:30:47Z,This will require code changes to the auto-render extension.  Can you file an issue for this?,2020-12-11T22:16:17Z,1,1.0,(III) Enhancement
52,https://github.com/meteor/meteor/discussions/11727,2021-09-16T19:06:26Z,"I don't follow, are you getting an error when you are trying to import from Swipper 7?
For example:

or
",2021-09-17T08:15:52Z,1,,(III) Enhancement
53,https://github.com/meteor/meteor/discussions/11727,2021-09-16T19:06:26Z,,2021-09-17T14:39:14Z,2,,(III) Enhancement
54,https://github.com/meteor/meteor/discussions/11727,2021-09-16T19:06:26Z,"Shouldn't it be?
",2021-09-17T15:08:46Z,3,,(III) Enhancement
55,https://github.com/meteor/meteor/discussions/11727,2021-09-16T19:06:26Z,"No, that comes directly from their docs and the react component inherits swiper core. At least thats my understanding.",2021-09-17T16:10:52Z,4,,(III) Enhancement
56,https://github.com/meteor/meteor/discussions/11727,2021-09-16T19:06:26Z,I still don't understand what the problem here is.,2021-09-17T17:30:03Z,5,,(III) Enhancement
57,https://github.com/meteor/meteor/discussions/11727,2021-09-16T19:06:26Z,"It can’t find the module, app breaks. I have to use version 6 for it to work. It looks like meteor can’t use ESM packages. I’ll setup a meteor app only loading that component.",2021-09-17T17:49:12Z,6,,(III) Enhancement
58,https://github.com/meteor/meteor/discussions/11727,2021-09-16T19:06:26Z,"here is the repo with version 7
Server

Client Side
",2021-09-17T19:18:54Z,7,,(III) Enhancement
59,https://github.com/meteor/meteor/discussions/11727,2021-09-16T19:06:26Z,"OK, I see now!
Yeah, that is indeed not working. Right now workaround would be to import from the files directly like this:

But that is only a stop gap solution.
@zodern @renanccastro @filipenevola
The issue here is that in package.json the exports are defined under exports prop, in this case like this:
",2021-09-18T08:31:07Z,8,,(III) Enhancement
60,https://github.com/meteor/meteor/discussions/11727,2021-09-16T19:06:26Z,"Even TypeScript barely just added support for recognizing package.json exports fields. Meteor's turn now.
The only solution right now is to import the files directly until Meteor adds support for it as well.
Keep one thing in mind about this workaround though: importing files directly will work in Meteor, but will fail in Node apps, or in Webpack which also follows the latest Node ESM spec. If you have some code in package A, for example, and it imports files directly from some package B, this will work in Meteor, but it will throw an error in Node or Webpack apps.",2021-10-04T04:49:57Z,9,,(III) Enhancement
61,https://github.com/meteor/meteor/discussions/11727,2021-09-16T19:06:26Z,This is a duplicate of #10906,2021-10-06T00:48:37Z,10,,(III) Enhancement
62,https://github.com/meteor/meteor/discussions/11727,2021-09-16T19:06:26Z,"Some notes from me digging around this:
Babel plans to become ESM package in Babel 8: https://babeljs.io/docs/en/roadmap#babel-8
There is this esm package which should make things work: https://www.npmjs.com/package/esm
But Node should supporting this already: https://nodejs.org/docs/latest-v14.x/api/esm.html",2021-10-06T11:25:47Z,11,,(III) Enhancement
63,https://github.com/meteor/meteor/discussions/11727,2021-09-16T19:06:26Z,Is this something that only needs an upstream (upcoming) update of TypeScript?,2021-10-25T09:07:15Z,12,,(III) Enhancement
64,https://github.com/meteor/meteor/discussions/11727,2021-09-16T19:06:26Z,"I don't think that will be it. I think the problem here for me is to pin the issue down. Meteor already supports what is commonly known as JavaScript modules.  What we are talking about here is a new feature which allows developers to specify their exports under export param in package.json which we can't process here. Given that we have special handling for things like inline imports, maybe we need to update other parts as well. Any thoughts @zodern @renanccastro ?",2021-10-25T13:55:12Z,13,,(III) Enhancement
65,https://github.com/meteor/meteor/discussions/11727,2021-09-16T19:06:26Z,"Here is the relevant docs from Node.js: https://nodejs.org/api/packages.html#packages_exports
TypeScript is implementing this in 4.5: https://devblogs.microsoft.com/typescript/announcing-typescript-4-5-beta/#packagejson-exports-imports-and-self-referencing",2021-11-19T14:21:14Z,14,,(III) Enhancement
66,https://github.com/meteor/meteor/discussions/11727,2021-09-16T19:06:26Z,"I just ran into this issue, specifically the desire for export conditions (see this Node documentation). I'm using the solid-js package, which offers a regular main entry point, but also uses exports to define specific exports when in ""development"" mode with additional debugging code.
So when implementing support for exports, it'd be really sweet for meteor run to enable the ""development"" condition, while meteor build would not.",2021-12-31T19:29:25Z,15,,(III) Enhancement
67,https://github.com/meteor/meteor/discussions/11727,2021-09-16T19:06:26Z,Found a related issue in Reify with comment from @benjamn : benjamn/reify#329,2022-02-13T07:49:41Z,16,,(III) Enhancement
68,https://github.com/meteor/meteor/discussions/11727,2021-09-16T19:06:26Z,"
There is this esm package which should make things work: https://www.npmjs.com/package/esm

The esm package is out of date and does not support Node ESM spec, so it will fail to import various Node ESM packages from node_modules.

Node should supporting this already: https://nodejs.org/docs/latest-v14.x/api/esm.html

Node supports it, but code in Meteor that passes through Meteor's build system ecmascript by @benjamn won't work with Node ESM format. Meteor needs to

update ecmascript to support it (reify issue in the previous comment), and
make it easy to not use ecmascript on the server so that native Node ESM can be used instead

No matter what, if we're bundling code for the client, then we need to support Node ESM format to be compatible with packages that are moving forward to Node ESM.
Package authors should avoid the exports field of package.json so as to be compatible with both TypeScript and Meteor.",2022-02-17T20:00:08Z,17,,(III) Enhancement
69,https://github.com/meteor/meteor/discussions/11727,2021-09-16T19:06:26Z,"In my opinion, this should not be a GitHub discussion, but an issue. This is fairly critical, not a discussion topic for debate, and as more packages become Node ESM-flavored on npm, Meteor is going to lose compatibility with those packages.
At some point, the lack of support will be considered a bug, and it should be acted on in order to keep Meteor relevant.",2022-03-16T02:54:53Z,18,1.0,(III) Enhancement
70,https://github.com/meteor/meteor/discussions/11727,2021-09-16T19:06:26Z,"Hi, you might want to take a look at ""file-type"", this is an example of a package that do not work with Meteor: https://www.npmjs.com/package/file-type
However to be completely fair, many packages may have weird exports and are not supported by many bundlers. For instance, @apollo/client doesn't load correctly in Next.js, and other Webpack 5-based bundlers, when it's a dependency of another ESM modules (like a package that exposes some hooks based on Apollo), because it doesn't have exports map.",2022-03-29T07:12:52Z,19,,(III) Enhancement
71,https://github.com/meteor/meteor/discussions/11769,2021-11-17T10:37:49Z,"I don't think we show this message without any explanation or error detail.
Did you reproduce it?
It seems more an issue (and maybe an invalid one) than a feature request.
I think you can convert to an issue and ask a reproduction. In case you can't reproduce with a simple test using an invalid import.",2021-11-17T17:19:50Z,1,1.0,(IV) Clarification Request
72,https://github.com/babel/babel/discussions/13912,2021-11-01T20:11:23Z,"Can you update browserslists to the latest version? The browserslists comes with a node-releases package which tells browserslists the currently known node versions.
My guess here is that if node v14 works for you, then the node-releases may be out-of-dated and browserslists thinks that node >= 16.0.0 is unknown node versions, which causes Babel fallbacks to applying all transforms.
You can also add debug: true to the preset-env options, which will print the resolved browsers targets.",2021-11-01T20:25:10Z,1,,(IV) Clarification Request
73,https://github.com/babel/babel/discussions/13912,2021-11-01T20:11:23Z,I opened #13913 to track this because I can reproduce it in our repo.,2021-11-01T20:31:31Z,2,1.0,(IV) Clarification Request
74,https://github.com/babel/babel/discussions/13912,2021-11-01T20:11:23Z,"@JLHwung Is browserslists a dependency of Babel? yarn list browserslists reports nothing in my repo. I've tried updating all my Babel deps to their latest versions but I still can reproduce the error.
Running it with debug: true for node>=16.0.0 reports this:

And node>=14.0.0 reports this:

So I think you're right: Babel doesn't seem to recognize node>=16.0.0 as a valid target and it's adding a lot of unnecessary plugins.",2021-11-01T20:35:07Z,3,,(IV) Clarification Request
75,https://github.com/babel/babel/discussions/13912,2021-11-01T20:11:23Z,@JLHwung I tried re-installing dependencies and it seems to be fixed now. node>=16.0.0 is recognized by Babel as a valid target. Thanks for your help!,2021-11-01T20:47:17Z,4,,(IV) Clarification Request
76,https://github.com/babel/babel/discussions/11785,2020-07-03T09:34:59Z,"@sbusch Thanks for the detailed repro! This is certainly a Babel bug. I have come up with a minimal REPL example
Though your example is syntactically correct, as a workaround, you can change First to a class method.

Unfortunately GitHub does not support converting discussion into a bug report. Can you file a bug report? Thanks!",2020-07-03T20:46:45Z,1,1.0,(I) Reporting a Bug
77,https://github.com/appium/appium/discussions/15850,2021-09-15T05:15:36Z,feature requests should go to the issue tracker. general usage questions can go here.,2021-09-15T05:17:15Z,1,1.0,(III) Enhancement
78,https://github.com/appium/appium/discussions/15504,2021-06-15T05:14:02Z,"Do you want to say client-side issue?
So, the client should raise an error if some capabilities are not for iOS then.
Please create an issue in the proper client repository.
The decision will depend on the client's design.",2021-06-16T22:54:45Z,1,1.0,(II) Unrelated Repository
79,https://github.com/appium/appium/discussions/15447,2021-06-01T08:08:23Z,"i checked the page source , the element  below  can be  found  , which indicate that element exist
",2021-06-01T09:19:39Z,1,,(IV) Clarification Request
80,https://github.com/appium/appium/discussions/15447,2021-06-01T08:08:23Z,"Please make this an issue instead, and attach the requested logs, etc.",2021-06-01T17:39:32Z,2,1.0,(IV) Clarification Request
81,https://github.com/Automattic/mongoose/discussions/10516,2021-07-30T09:29:35Z,Please open an issue and follow the issue template. It looks like you might have mixed versions of Mongoose and MongoDB.,2021-07-30T15:51:56Z,1,1.0,(IV) Clarification Request
82,https://github.com/Automattic/mongoose/discussions/10516,2021-07-30T09:29:35Z,"This seems like mongodb / @types/mongodb 4.x is installed, try downgrading & pinning to 3.6.x",2021-08-23T10:32:31Z,2,,(IV) Clarification Request
83,https://github.com/Automattic/mongoose/discussions/10013,2021-03-11T13:50:09Z,"The approach you specified will make sure there aren't multiple Category documents that have the same locale, name, but one Category document can still have duplicate locale, name. Try mongoose-unique-array, and open an issue on that repo with a repro script if that doesn't work 👍",2021-03-18T19:05:38Z,1,1.0,(II) Unrelated Repository
84,https://github.com/chartjs/Chart.js/discussions/10050,2022-01-06T05:24:33Z,"This will have to be added to the typings file so this will be fixed before next release, (I should have time tonight to fix it)",2022-01-06T10:37:05Z,1,,(IV) Clarification Request
85,https://github.com/chartjs/Chart.js/discussions/10050,2022-01-06T05:24:33Z,Thanks @LeeLenaleee . Do you want me to create an issue from this discussion for tracking the change?,2022-01-06T20:18:32Z,2,1.0,(IV) Clarification Request
