,URL,Created,Comment_removeclass,Comment_time,Post_Index,Check_Point,Category
31,https://github.com/aws-amplify/amplify-js/discussions/9388,2021-11-26 09:52:36.000000,"looking into similar issues in the past, these errors seem to be caused by a few things.

Make sure DataStore is enabled for the project, of course
Remove any unnecessary amplify packages (I see you have both @aws-amplify/core and @aws-amplify/datastore. You can either try only installing aws-amplify from which you can still import the scoped packages if it's the only package installed. Or, you can remove @aws-amplify/core because its already listed as a dependency of the scoped datastore package.
Replace DataStore.start() with DataStore.query()
",2021-12-09 05:05:21.000000,22,,Further discussion
32,https://github.com/aws-amplify/amplify-js/discussions/9388,2021-11-26 09:52:36.000000,"Thank you, looks like replacing dataStore.start() with DataStore.query() works, I thought the first query() called start() anyway.",2021-12-09 06:21:52.000000,23,,Further discussion
33,https://github.com/aws-amplify/amplify-js/discussions/9388,2021-11-26 09:52:36.000000,"Also have to use the aws-amplify package now, but we were using datastore fine for almost a year with @aws-amplify/core and @aws-amplify/datastore.",2021-12-09 06:36:03.000000,24,,Further discussion
34,https://github.com/aws-amplify/amplify-js/discussions/9388,2021-11-26 09:52:36.000000,Still get the same error when I start using Datastore more after the first DataStore.query().,2021-12-09 06:49:59.000000,25,,Further discussion
35,https://github.com/aws-amplify/amplify-js/discussions/9388,2021-11-26 09:52:36.000000,"Ok now it seems to only throw errors on start and clear.
DataStore.start() gives Cannot read properties of undefined (reading 'lastFullSync') but we can use query instead.
DataStore.clear() still gives DOMException: Failed to execute 'transaction' on 'IDBDatabase': The database connection is closing. and we do want to be able to clear the db to not allow users to view other users' private information via browser dev tools.
Also using the aws-amplify package, types are not inferred which is quite annoying also can't do things like jump to the definition.",2021-12-09 12:09:39.000000,26,,Further discussion
36,https://github.com/aws-amplify/amplify-js/discussions/9388,2021-11-26 09:52:36.000000,"Yeah, we're still working to improve TypeScript support in our library.
I was thinking about the issue you're having with clearing the database and have some thoughts I'd like to run by you because with most of the syncing process being automated and requiring an active network connection, data loss is difficult to avoid if a user were to sign out and, as a result, clear the database while offline before records have a chance to sync.
I think the documentation's recommendation of real world usage being to clear the local db if a different user logs in makes more sense than simply clearing the db on signOut.
Definitely don't want to try to save a record before the database is cleared because, as mentioned before, the time it takes between a save and a clear won't be enough to ensure the record was synced through the outbox process anyway. This will probably always result in the `Failed to execute 'transaction' on 'IDBDatabase' error.
So, I was wondering if maybe there is some room for letting the data exist in the local store at least until the network status comes back online. There is also a networkStatus event from the Hub's datastore listener that could maybe be used to check if the user is online and only clear the database if they are logged out with an active connection?",2021-12-09 17:12:50.000000,27,,Further discussion
37,https://github.com/aws-amplify/amplify-js/discussions/9388,2021-11-26 09:52:36.000000,"Okay, thank you. Yes but as mentioned we don't want to to allow users to view other users' private information via the dev tools. The networkStatus still returns true if there is a network but no internet connection. So I'm using outboxStatus and outboxMutationProcessed to check if everything has synced then running clear() after a small delay. If data doesn't get synced after a certain amount of time then I encrypt it and store it locally. Using the hub events was causing a bit of a problem with an unstable internet connection but due to the other errors we haven't had a chance to fully test it yet.",2021-12-09 17:27:48.000000,28,,Further discussion
38,https://github.com/aws-amplify/amplify-js/discussions/9388,2021-11-26 09:52:36.000000,"Okay yeah that makes sense and aligns with what the team has explained to me about what is probably the best way to handle this scenario (using the outbox status and mutationProcessed events).
Because the original issue is not a bug and intended behavior I'd close this issue but I believe this is worth a more in-depth discussion so we can move it to discussions instead to keep this open for feedback.",2021-12-10 18:37:18.000000,29,1.0,Further discussion
39,https://github.com/aws-amplify/amplify-js/discussions/9388,2021-11-26 09:52:36.000000,"Not quite the original issue but I feel like it shouldn't be the intended behavior. As I mentioned, the outboxStatus and mutationProcessed events often don't work without a stable internet connection, same goes for subscriptions. Also if a user logs out and the internet goes off for a second and datastore stops and mutations don't get processed you going to see the same error when a user logs in and DataStore.clear() is called. Is one purpose of datastore not suppose to be the aid in offline/online data synchronization?",2021-12-10 18:56:28.000000,30,,Further discussion
40,https://github.com/aws-amplify/amplify-js/discussions/9388,2021-11-26 09:52:36.000000,Just got the same error now after running DataStore.clear() and I've had a stable internet connection and have not done a mutation.,2021-12-11 07:02:14.000000,31,,Further discussion
41,https://github.com/aws-amplify/amplify-js/discussions/9388,2021-11-26 09:52:36.000000,Is there any progress on this?,2022-03-21 11:19:33.000000,32,,Further discussion
42,https://github.com/aws-amplify/amplify-js/discussions/9388,2021-11-26 09:52:36.000000,"Also having this issue, would love a solution",2022-04-11 02:11:48.000000,33,,Further discussion
43,https://github.com/bokeh/bokeh/discussions/11268,2021-05-12 04:00:18.000000,"
(...) to include the Bokeh toolbar in the browser's standard tab order. If that proves to not be feasible (e.g. because of limitations of the canvas)

Toolbar is DOM/CSS so it can participate in tab order. It's just that its implementation is bad, using plain <div> as buttons.",2021-05-12 12:04:33.000000,1,,Non Actionable Topic
44,https://github.com/bokeh/bokeh/discussions/11268,2021-05-12 04:00:18.000000,"@tcmetzger, please split this issue into multiple feature requests, as this issue is not actionable, i.e. it's not clear when this issue would be closed. If you just want to discuss the broad usability issue, please convert this to a discussion (""Convert to discussion"" in the side panel).",2021-05-12 12:07:54.000000,2,1.0,Non Actionable Topic
45,https://github.com/bokeh/bokeh/discussions/11268,2021-05-12 04:00:18.000000,"sidebar: I had not actually noticed ""Convert to Discussion"" before, I will probably make extensive use of that on the next full issue tracker triage I perform. I do agree this would be good as a discussion that can then be used to precipitate specific issues out of.",2021-05-12 15:23:52.000000,3,,Non Actionable Topic
46,https://github.com/bokeh/bokeh/discussions/11268,2021-05-12 04:00:18.000000,"@mattpap I'm glad to hear that the tab order would be possible, I'll make a separate issue for that. I also was not aware of the ""convert do discussion"" button, and I agree that this does make more sense as a discussion!",2021-05-12 19:31:04.000000,4,,Non Actionable Topic
47,https://github.com/bokeh/bokeh/discussions/11268,2021-05-12 04:00:18.000000,"@mattpap What are your thoughts on:

Some of the existing tools could also be updated to be more easily used with a keyboard, for example by enabling the use of arrow keys with the pan tool or enabling ""+"" and ""-"" with the wheel zoom tool.

(I'd probably make that it's own, separate issue, even though it only makes sense in connction with #11266.)",2021-05-12 19:42:39.000000,5,,Non Actionable Topic
48,https://github.com/bokeh/bokeh/discussions/11269,2021-05-04 21:40:15.000000,"
It would be great to cut down the overall docs build time

Any initial ideas?",2021-05-04 22:58:27.000000,1,,Non Actionable Topic
49,https://github.com/bokeh/bokeh/discussions/11269,2021-05-04 21:40:15.000000,"There are two cases: speeding up local development, and speeding up CI
The first is probably somewhat easy to make some quick improvements for. We can add flags to suppress different parts of the build, i.e. don't build the sitemap, or the formatted source, or even skip building plots. So if you just need to see how some new edited text renders, that should help significantly.
Additionally, I think our invalidation of built plots is probably overly aggressive. I suspect it is possible to make things smarter in ways that will not trigger full rebuilds of plots as often. That would also help local development.
Improving CI is another matter, and would require some actual investigation. It's possible we are doing some things with sphinx in ways that could be more intrinsically efficient, or it's even possible that there are improvements we could make to sphinx itself and push upstream. But this is a more involved case, for sure.",2021-05-10 17:17:44.000000,2,,Non Actionable Topic
50,https://github.com/bokeh/bokeh/discussions/11269,2021-05-04 21:40:15.000000,"This thread seemed to be another great candidate for ""transfer to discussion""! Based on what we have discussed so far, I have created two specific issues:

An issue to add flags to suppress different parts of the build (#11270)
An issue to make invalidation of built plots less aggressive (#11271)

I believe improvements to the CI would warrant more discussion first, so I have not opened an issue on that.",2021-05-13 04:26:02.000000,3,1.0,Non Actionable Topic
51,https://github.com/bokeh/bokeh/discussions/11310,2021-05-28 16:01:53.000000,"typing_extensions may still be useful, because we would like to take advantage of the new TypeGuard type (https://www.python.org/dev/peps/pep-0647/), which will be available officially in Python 3.10.",2021-05-28 16:16:25.000000,1,,Non Actionable Topic
52,https://github.com/bokeh/bokeh/discussions/11310,2021-05-28 16:01:53.000000,"
in case you skip dependency on 3.7

We have no plans to do this",2021-05-28 20:38:53.000000,2,,Non Actionable Topic
53,https://github.com/bokeh/bokeh/discussions/11310,2021-05-28 16:01:53.000000,"Hmm, perhaps, this is all wrong. typing_extensions will never go away and it doesn’t make sense to try.",2021-05-28 20:42:07.000000,3,,Non Actionable Topic
54,https://github.com/bokeh/bokeh/discussions/11310,2021-05-28 16:01:53.000000,"typing_extensions may only be removed as soon as nothing is needed from it. At bare minimum that won't be until we change to make Python 3.8 is the minimum Python version, and that will not happen in the immediate term (we only just made 3.7 the minimum for the upcoming Bokeh 2.4 version). However, if we decide to employ TypeGuard then it would not be until Python 3.10 is made the minimum version, and that's considerably further in the future.
This doesn't seem like a pressing  concern, though? As dependencies go, typing_extensions is unproblematic to install with either conda or pip, is actively maintained by the Python devs directly, and is relatively small (~10s of kb). Is there some other specific problem or concern that weighs in on this?
[note: moving to discussion]",2021-05-28 20:51:57.000000,4,1.0,Non Actionable Topic
55,https://github.com/bootstrap-vue/bootstrap-vue/discussions/6228,2020-12-18 14:38:41.000000,"You're not using the modal-footer slot, you've added a modal-footer prop.
The markup should be.

You can take a look at the Vue docs if want more information about how slots work.
https://vuejs.org/v2/guide/components-slots.html#Named-Slots",2020-12-18 14:51:28.000000,1,,Non Actionable Topic
56,https://github.com/bootstrap-vue/bootstrap-vue/discussions/6228,2020-12-18 14:38:41.000000,"For future Questions, please use the Discussion section on our GitHub page.
You can then create it under the Q&A category.
https://github.com/bootstrap-vue/bootstrap-vue/discussions",2020-12-18 14:52:42.000000,2,1.0,Non Actionable Topic
57,https://github.com/chartjs/Chart.js/discussions/9295,2021-06-20 05:05:04.000000,"Replacing ScriptBundle with Bundle for chart.js makes it work. That removes jsMinify from the picture.
You'll need to find out what exactly does it minify incorrectly. It might be something we can change though.",2021-06-20 06:35:19.000000,1,,Not a Bug
58,https://github.com/chartjs/Chart.js/discussions/9295,2021-06-20 05:05:04.000000,"Thanks for your response.  None of the scripts output by RenderScript() are minified (it's a debug build).  Is jsMinify still a player in that case?  Used dozens of third-party scripts in MVC over the last 10 years, first time I've ever seen this.  Have no idea how'd I'd go about debugging it.",2021-06-20 06:57:42.000000,2,,Not a Bug
59,https://github.com/chartjs/Chart.js/discussions/9295,2021-06-20 05:05:04.000000,"Similar in SO: https://stackoverflow.com/questions/30219807/object-reference-not-set-to-an-instance-of-an-object-in-layout-cshtml-after-upd (where I got the idea to try Bundle instead of ScriptBundle)
(Converted to discussion, as this is not really a bug in Chart.js.)",2021-06-20 07:08:27.000000,3,1.0,Not a Bug
60,https://github.com/ColorlibHQ/AdminLTE/discussions/3909,2021-08-24 17:54:43.000000,"
Don't use the Bug Report for Questions, for this we have GitHub's discussions or our discord.
You can update AdminLTE 2.x to use Bootstrap 5 but this will cost much work to get it working without bugs
",2021-08-24 18:13:25.000000,1,1.0,Non Actionable Topic
61,https://github.com/Dash-Industry-Forum/dash.js/discussions/3869,2022-01-12 09:11:37.000000,"We have done this simple test page to try out few scenarios with Playready security level. Use MSEdge for playready testing, you need quite recent PC hardware to have a valid trusted environment blocks.
I'll create a new test content with 4K resolution in few days.
https://refapp.hbbtv.org/dash/test_dashjs_sl3000.html
",2022-01-14 10:25:08.000000,1,,Already fixed
62,https://github.com/Dash-Industry-Forum/dash.js/discussions/3869,2022-01-12 09:11:37.000000,"@markriley9999 @Murmur Thank you for the detailed description. We will check this and make a proposal how to move on. As far as I understand com.microsoft.playready.recommendation should be used as the default. We could fallback to com.microsoft.playready if com.microsoft.playready.recommendation  is not supported. To my best knowledge there is also  com.microsoft.playready.hardware to enforce Hardware DRM, so in theory there are three different system strings.",2022-01-18 07:31:46.000000,2,,Already fixed
63,https://github.com/Dash-Industry-Forum/dash.js/discussions/3869,2022-01-12 09:11:37.000000,"I added a first draft for a solution in #3859. The idea is described in the PR. Basically, it allows us to define multiple system strings to be applied by priority for the different DRM systems. This is work in progress I did not carefully test this yet, further adjustments might be required. However, any feedback is welcome.
@bbert fyi, maybe you also want to comment",2022-01-18 20:57:11.000000,3,,Already fixed
64,https://github.com/Dash-Industry-Forum/dash.js/discussions/3869,2022-01-12 09:11:37.000000,"i must admit that it's not clear to me as to whether the requirement to use the 'com.microsoft.playready.recommendation' keysystem applies only to the Edge browser or whether it should be applied across all browsers (i assumed the latter...).
does anyone know?  is this documented anywhere?
i'm wondering if @swenkeratmicrosoft can clarify.  thanks!",2022-01-24 13:46:43.000000,4,,Already fixed
65,https://github.com/Dash-Industry-Forum/dash.js/discussions/3869,2022-01-12 09:11:37.000000,"For key system string:
On Windows, I am unaware of any browser that supports PlayReady except Edge.  For Edge, com.microsoft.playready.recommendation is the correct key system string.
If any other browsers support playready, it's up to them what key systems they support and how they support them, e.g. they could decide to implement com.microsoft.playready such that it remaps to com.microsoft.playready.recommendation before it calls into the OS, or they might use com.microsoft.playready.recommendation only and not support com.microsoft.playready at all, or whatever they wish to do.  Microsoft has no control over that.
On non-Windows, there are multiple possibilities for the key system string.

If the browser implementation is directly passing the key system string to PlayReady porting kit 3.3 or higher without changes, then the correct key system string is:  com.microsoft.playready.recommendation.
If the browser implementation is directly passing the key system string to PlayReady porting kit 3.2 or lower without changes, then the correct key system string is:  com.microsoft.playready.
If the browser implementation is modifying the key system string before passing it into the PlayReady porting kit, I have no way of knowing what modifications they do, so I can't assist with giving you the correct key system string.

For robustness level / hardware DRM:
Edge on Windows should properly map 3000 to hardware DRM.  If you're having trouble getting that to work properly, you can also use the key system string com.microsoft.playready.recommendation.3000 (windows only) to force hwdrm for video.  If the key system string com.microsoft.playready.recommendation is not supported, you CAN fallback to com.microsoft.playready (or com.microsoft.playready.hardware) for the legacy implementation.  However, the legacy implementation has MANY incompatibilities with the EME spec AND we may remove support for it entirely in the future.  I strongly recommend against using the legacy implementation under any circumstances.
Again, I can't speak to non-Edge Windows browsers.
For non-windows, the PlayReady porting kit doesn't know what level it is running at - only the OEM implementing the device can determine that.  As a result, it is up to the browser to correctly implement the robustness level value to reject robustness level 3000 when it is not supported.
For persistent state:
Unless you have a strong reason not to, I recommend always specifying persistent state as ""required"".
For distinctive identifiers:
Always specify distinctive identifiers to ""required"".  PlayReady requires distinctive identifiers for all implementations on all platforms.
Hope that helps,
-Sam Wenker with the Microsoft PlayReady team",2022-01-24 16:43:22.000000,5,,Already fixed
66,https://github.com/Dash-Industry-Forum/dash.js/discussions/3869,2022-01-12 09:11:37.000000,"Mixing in HbbTV and SmartTV platforms. Everything was clear until .recommendation | SL3000 came into play :)
DashJs on MSE-EME SmartTVs, how do should Playready be initialized for SL3000 mode in SmartTVs, is videoRobustness | persistentState flags necessary etc..
In the old times just give mpdUrl + Laurl and play.",2022-01-24 18:36:20.000000,6,,Already fixed
67,https://github.com/Dash-Industry-Forum/dash.js/discussions/3869,2022-01-12 09:11:37.000000,"My apologies - I had some incorrect information in my previous post.
I've updated it with a lot of details which should hopefully answer your questions.
-Sam Wenker with the Microsoft PlayReady team",2022-01-24 19:08:41.000000,7,,Already fixed
68,https://github.com/Dash-Industry-Forum/dash.js/discussions/3869,2022-01-12 09:11:37.000000,"Here's some additional background and context on this.
The reason for having two key system strings for PlayReady is because Microsoft had major customers requesting EME support long before the EME spec became a recommendation - it was still in draft.  As a result, Microsoft implemented com.microsoft.playready based on that draft spec.  The EME spec changed substantially after that implementation was released - so much so that there was no way to modify the existing implementation to be compatible with both the final recommendation spec and existing websites - Microsoft had a choice of either breaking existing websites or not being spec compliant, and we chose the latter.  Since EME provides no way to specify additional key-system-specific data in the MediaKeySystemConfiguration, we had no choice but to create a new key system string for the new, spec-compliant implementation.
Unfortunately, that does add a bunch of nuance to how playready is used.  If you're only dealing with recent Windows OS, recent Edge, and recent third party browsers built on a recent PK and not doing anything unusual with the key system string in their implementations (where ""recent"" is relative in all cases), it's pretty simple - com.microsoft.playready.recommendation with robustness string 3000 if desired.  But as soon as you start factoring in all the combinations of older implementations, things get wonky.
-Sam Wenker with the Microsoft PlayReady team",2022-01-24 19:18:34.000000,8,,Already fixed
69,https://github.com/Dash-Industry-Forum/dash.js/discussions/3869,2022-01-12 09:11:37.000000,"@swenkeratmicrosoft Thank you for the detailed description.
@bbert @markriley9999 @Murmur I think #3859 offers the required flexibility. We can use different systems strings with that PR, persistentState and distinctiveIdentifier can be set via API as well. What do you think? Also, should we add the logic of #3859 to the older EME versions (2014, 0.1b) as well if possible?",2022-01-25 10:40:26.000000,9,,Already fixed
70,https://github.com/Dash-Industry-Forum/dash.js/discussions/3869,2022-01-12 09:11:37.000000,"@dsilhavy @swenkeratmicrosoft  I think so #3859 could provide a flexibility without a need to do an obscure configName = MSEdgeVersion < X THEN .playready ELSE .playready.recommendation application level code.
If content owners require a Playready SL3000 then ""videoRobustness"" : ""3000"" flag is mandatory in a dashjs protData{} configuration object. This need a modern intel cpu Win10 machine to make SL3000 playable.
Hbbtv-SmartTV implementation details is an another story I need to study more, this genre is also moving to MSE-EME player stack but the browser engine is not always a carbon copy of pc browsers.",2022-01-25 11:01:35.000000,10,,Already fixed
71,https://github.com/Dash-Industry-Forum/dash.js/discussions/3869,2022-01-12 09:11:37.000000,"@Murmur - Correction: It's the graphics card that needs to support SL3000, and modern graphics cards from several vendors (Intel, Amd, NVidia, Arm) support it.  An intel CPU is not required (although Intel graphics cards in particular might require an Intel CPU - I'm not sure there).
-Sam Wenker with the Microsoft PlayReady team",2022-01-25 16:09:37.000000,11,,Already fixed
72,https://github.com/Dash-Industry-Forum/dash.js/discussions/3869,2022-01-12 09:11:37.000000,"Hi All
thanks @swenkeratmicrosoft for the background info.
what a fascinating can of worms :)
I think @Murmur summed it up well with
'Everything was clear until .recommendation | SL3000 came into play :)'
Support of PlayReady (+SL3000) via a Browser CDM is on the cusp, in the UK, to being widely supported by embedded TV browsers - so it's important to standardise where possible (which I’m sure that we all agree upon).
I personally have already started to see fragmentation in the (TV) industry where some manufacturers support SL3000 via the 'legacy' keysystem (""com.microsoft.playready"") and others via the newer keysystem (""com.microsoft.playready.recommendation"").
I think we have an opportunity now (but, which is quickly passing) to standardise on a single keysystem.
I appreciate that @dsilhavy proposal would appear to be very pragmatic and I think functionally will serve our purpose in the context of getting SL3000 to work with DASHJS, so that's good. :)
However, clear guidance to the TV manufacturers (who will then feed this back to embedded browser suppliers - sometimes the same entity) as to exactly which system should be used, for new devices, would be very useful and personally my vote would be not to use the legacy ""com.microsoft.playready"" keysystem for new devices, ie @swenkeratmicrosoft's recomendation #1:

I appreciate that we may be stepping outside the remit of DASHJS here (but I guess it is still related...).
look forward to hearing your thoughts! :)",2022-01-25 17:31:55.000000,12,,Already fixed
73,https://github.com/Dash-Industry-Forum/dash.js/discussions/3869,2022-01-12 09:11:37.000000,"#3859 is merged, thank you all for the feedback. I am converting this to a discussion thread.",2022-01-31 16:47:33.000000,13,1.0,Already fixed
